business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
J.D.Commerce Classes Thane(Since 1992 34yrs) XI -XII |CA FOUNDATION| CMA| STATE BOARD|CBSE| ISC |BAF BCOM BBI BMS|,Commerce and CA Coaching,Education center,Education center,626126,Tamilnadu Circle,"Southern Region, Madurai",Virudhunagar Division,"Sundarapandiam SO, Kunnur South BO, SRamachandrapuram BO",+91 84528 86968,http://www.jdcommerceclasses.com/,4.7,,"shop no 35, Asiatic Arcade, 35, Pokhran Road No. 1, Jay Jaywanti Society, Vartak Nagar, Thane West, Thane, Maharashtra 400606","Jay Jaywanti Society, Vartak Nagar, Thane West",19.211035,72.9605266,ChIJu73Lq2255zsRqQ3r2C0ynvg,https://www.google.com/maps/place/?q=place_id:ChIJu73Lq2255zsRqQ3r2C0ynvg,part_261,2026-09-20 19:19:42
