business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Apollo 24|7 Lab Test | Aruppukottai 2 | Aruppukkottai,Diagnostic Center,Diagnostic center,"Diagnostic center, Blood testing service, Health consultant, Laboratory, Medical laboratory, Pathologist",626114,Tamilnadu Circle,"Southern Region, Madurai",Virudhunagar Division,"Paralachi SO, KChettikulam BO, Kilgudi BO",+91 80 4557 2851,https://www.apollo247.com/lab-tests,,,"No 233, Main Road, Palayampatti, Aruppukkottai, Kamudi, Tamil Nadu 626101",Palayampatti,9.4178538,78.36221359999999,ChIJCY9VtBsVATsRh7MzU_WhWuo,https://www.google.com/maps/place/?q=place_id:ChIJCY9VtBsVATsRh7MzU_WhWuo,part_261,2026-09-20 19:12:38
