business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
SAM Overseas Trading Pvt. Ltd. | SamOTPL | Exporters in Chennai | EXIM | Pharmaceuticals | F&B,Exporters,Exporter,"Exporter, Food & Beverage Exporter, Import export company, Importer, Pharmaceuticals Exporter",626115,Tamilnadu Circle,"Southern Region, Madurai",Virudhunagar Division,"Sethu Institute of Technology SO, Aviyur BO, Kambikudi BO",+91 98848 63349,https://samotpl.com/,4,1,"New No.16 Old, 78, Soorappan Street, Triplicane, Chennai, Tamil Nadu 600005",Triplicane,13.057127999999999,80.272802,ChIJG9LC2NZmUjoR5J2LifdoM3w,https://www.google.com/maps/place/?q=place_id:ChIJG9LC2NZmUjoR5J2LifdoM3w,part_261,2026-09-20 19:13:40
