business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
KAY Multimedia Solutions Pvt Ltd,Social Media Marketing Agencies,Marketing agency,"Marketing agency, Branding agency, Design agency, Graphic designer, Internet marketing service, Marketing consultant, Website designer",626108,Tamilnadu Circle,"Southern Region, Madurai",Virudhunagar Division,"Kumarasamy Raja Nagar SO, Chockalingapuram BO",+91 99941 23141,https://www.kay.org.in/,4.9,33,"Awfis, Rajkamal Pinnacle, No; 145, 8th Floor, opp. to The Park Hotel, Nungambakkam, Chennai, Tamil Nadu 600034","Thousand Lights West, Nungambakkam",13.0531414,80.25088889999999,ChIJIYhaJBxnUjoRKj7h9EXAfLA,https://www.google.com/maps/place/?q=place_id:ChIJIYhaJBxnUjoRKj7h9EXAfLA,part_261,2026-09-20 19:09:19
