business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Pavatharini | Best Digital Marketer in Tamil Nadu,Social Media Marketing Agencies,Internet marketing service,Internet marketing service,629003,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Chunkankadai B.O, Kaniyakulam B.O, Peruvilai B.O",N/A,N/A,,,"1/11A, near Velimalai Sri Kumaraswamy Temple, Kumaracoil, Nagercoil, Tamil Nadu 629180",629003,8.243679199999999,77.34933939999999,ChIJC0HxMj_5BDsRfRfoArRJfLc,https://www.google.com/maps/place/?q=place_id:ChIJC0HxMj_5BDsRfRfoArRJfLc,part_266,2026-09-20 19:17:41
