business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
ROY CHEMICALS| FUJIAKA,Fertilizer and Pesticide Dealer,Store,Store,628304,Tamilnadu Circle,"Southern Region, Madurai",Tuticorin Division,"Tattaparai S.O, Keelatattaparai B.O, Melatattaparai B.O",+91 98308 75520,http://www.fujiaka.com/,4.9,26,"117a, Shyama Prasad Mukherjee Rd, Lake Market, Kalighat, Kolkata, West Bengal 700026","Lake Market, Kalighat",22.5163258,88.3461276,ChIJj-XJQ453AjoRxVgmkkyNj2I,https://www.google.com/maps/place/?q=place_id:ChIJj-XJQ453AjoRxVgmkkyNj2I,part_265,2026-09-20 19:16:14
