business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Vishnu Media Photography - Wedding | Candid | Events | Ads,Media and Event,Wedding photographer,Wedding photographer,632202,Tamilnadu circle,Chennai City Region,Vellore Division,"Annangudi B.O, Arumbakkam B.O, Bomminaickenpalayam B.O",N/A,N/A,5,,"Second Floor, No.35/1A, Vishnu Media House, JP Rd, Thendral Nagar, Vellore, Tamil Nadu 632009","Thendral Nagar, Tamil Nadu Housing Board",12.9351735,79.1495004,ChIJYXc0t7g5rTsRXbMN1oSdR6U,https://www.google.com/maps/place/?q=place_id:ChIJYXc0t7g5rTsRXbMN1oSdR6U,part_270,2026-09-20 19:19:12
