business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr Anam Javed | Skin specialist | Aesthetic Clinic in Islamabad | Hair PRP | Dermatologist,Skin Clinic and Dermatologist,Skin care clinic,"Skin care clinic, Dermatologist, Specialized clinic",632103,Tamilnadu circle,Chennai City Region,Vellore Division,"Eriyur B.O, Kattipattu B.O, Kilkothur B.O",0331 5322974,https://dranamdermacare.com/,5,,"JSK specialist clinic, Executive Complex, markaz, near Excel Labs, G-8 Markaz G 8 Markaz G-8, Islamabad, 44000, Pakistan",G-8 Markaz G 8 Markaz G-8,33.6980236,73.0490327,ChIJt5gRmCS_3zgRF9xHSAPCUkM,https://www.google.com/maps/place/?q=place_id:ChIJt5gRmCS_3zgRF9xHSAPCUkM,part_270,2026-09-20 19:13:21
