business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Sri Paranthaman Sign Art,Advertisement Agency,Vinyl sign shop,Vinyl sign shop,632209,Tamilnadu Circle,"Western Region, Coimbatore",Tirupattur Division,"Ruhsa Campus S.O, Chennankuppam B.O, Devarishikuppam B.O",+91 99769 97926,N/A,5,,"No.82; Polytechnic Road, ( near New RTO Office Vinayagapuram, Gudiyattam Vellore District, Tamil Nadu - 632 602, Vellore, Tamil Nadu 635803","Rajipatti, Sedukkarai, Gandhi Nagar",12.941312799999999,78.8916366,ChIJa6yX-bttrTsRL8Qa-VpH9c8,https://www.google.com/maps/place/?q=place_id:ChIJa6yX-bttrTsRL8Qa-VpH9c8,part_270,2026-09-20 19:21:15
