business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Planet fashion | Clothing Store in Chittoor,Luxury Clothing Shops,Men's clothing store,"Men's clothing store, Clothing store, Designer Clothing Store, Tuxedo shop",632009,Tamilnadu circle,Chennai City Region,Vellore Division,"Alamelumangapuram B.O, Perumugai B.O, Rangapuram B.O",+91 97049 36508,https://www.planetfashion.in/,4.4,,"10-288, raja mahal building, Doraiswamy Iyengar Rd, beside apollo pharmacy, Thotapalyam, Chittoor, Andhra Pradesh 517001",Thotapalyam,13.2214333,79.0996569,ChIJMZdTIPBfrTsRSRIrgejj2CE,https://www.google.com/maps/place/?q=place_id:ChIJMZdTIPBfrTsRSRIrgejj2CE,part_270,2026-09-20 19:05:38
