business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
New subam finance,Microfinance and NBFC,Public Sector Bank,Public Sector Bank,629172,Tamilnadu circle,"Southern Region, Madurai",Kanniyakumari Division,"Methukummal B.O, S.T.Mankad S.O",+91 73737 32812,N/A,5,,"35a/14;pathumacomplex, canara bank, opp. new bus stand, Marthandam, Tamil Nadu 629165",629172,8.3019068,77.2231594,ChIJD5f5Z-VVBDsRkMxHDudbm-k,https://www.google.com/maps/place/?q=place_id:ChIJD5f5Z-VVBDsRkMxHDudbm-k,part_267,2026-09-20 19:02:16
