business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Dr. John Benny MS(Ortho)FASM ;FIJR(Germany);FISS;FIRH(France) Arthroscopy & Joint Replacement Surgeon - Best Ortho Doctor,Orthopedic and Physiotherapy Clinic,Physiotherapy Center,"Physiotherapy Center, Consultant, Orthopedic surgeon, Sports medicine physician",626203,Tamilnadu Circle,"Southern Region, Madurai",Virudhunagar Division,"Sattur SO, ARamalingapuram BO, Gollapatti BO",+91 70107 31956,N/A,5,685,"12A/59A, 1st Jawahar Cross Street, Road, next to Cine priya theatre, Kuruvikaran Salai, Anna Nagar, Landmark:, Madurai, Tamil Nadu 625020","Kuruvikaran Salai, Anna Nagar, Landmark:",9.9237105,78.1400196,ChIJmRTy1XjFADsRQGe7YUCahVk,https://www.google.com/maps/place/?q=place_id:ChIJmRTy1XjFADsRQGe7YUCahVk,part_262,2026-09-20 19:04:10
