business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
DNP INDUSTRIES | EXPORTER | SELF DRILLING SCREW | ANCHOR FASTENERS | HP | DEALER FOR LANDMARK CRAFTS PVT. LTD.,Industrial Hardware and Fasteners,Fastener supplier,"Fastener supplier, Exporter, Hardware store",627856,Tamilnadu circle,"Southern Region, Madurai",Kovilpatti Division,"Poigai B.O, Sambavarvadakarai S.O",+91 98313 81234,N/A,4.7,35,"ground Floor, Gupta Mansion, 71A, N.S. Road, Room no, ds/A/191c, Kolkata, West Bengal 700001","Fairley Place, B.B.D. Bagh",22.579527799999997,88.34935639999999,ChIJKZ8HnaR3AjoRtRVqu-EsUlQ,https://www.google.com/maps/place/?q=place_id:ChIJKZ8HnaR3AjoRtRVqu-EsUlQ,part_264,2026-09-20 19:16:36
