business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Social Identity | Social Media Marketing | Videography | Logo Designing | Website Development,Social Media Marketing Agencies,Marketing agency,"Marketing agency, Service establishment",631152,Tamilnadu Circle,Chennai City Region,Arakkonam Division,Suraksha Cisf Campus SO,+91 96041 34045,N/A,,,"Social Identity | Social Media Marketing | Videography | Logo Designing | Website Development, 631152, India",631152,21.0680074,82.7525294,ChIJR2-XfEzB1DsRnOeKOOuexuI,https://www.google.com/maps/place/?q=place_id:ChIJR2-XfEzB1DsRnOeKOOuexuI,part_269,2026-09-20 19:12:18
