business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Best Dermatologist - Dr. Pushpa | Apollo Hospitals | Tiruvallur,Skin Clinic and Dermatologist,Skin care clinic,"Skin care clinic, Doctor, Hair transplantation clinic, Health consultant, Hospital, Laser hair removal service, Dermatologist",631210,Tamilnadu Circle,Chennai City Region,Kanchipuram Division,"Tiruvelangadu S.O, Athipattu B.O, Chinnammapet B.O",+91 80 6297 2770,https://www.apollohospitals.com/doctors/dermatologist/chennai/dr-pushpa-gnanaraj,4.8,60,"No.64, Off PH Road, Vanagaram to, Yadaval St, Ayanambakkam, Ambattur, Tiruvallur, Tamil Nadu 600095","Ayanambakkam, Ambattur",13.071,80.1506,ChIJoSUM-HlhUjoRD_Kv8TJj_bE,https://www.google.com/maps/place/?q=place_id:ChIJoSUM-HlhUjoRD_Kv8TJj_bE,part_269,2026-09-20 19:18:04
