business_name,search_category,primary_category,all_categories,pincode,circle,region,division,major_offices,phone_number,website,rating,reviews_count,address,area,latitude,longitude,place_id,place_url,part_id,crawled_at
Karvy Stock Broking Limited,Stock Broker and Share Sub-broker,Stock broker,Stock broker,627601,Tamilnadu Circle,"Southern Region, Madurai",Tirunelveli Division,"Mukkudal SO, Singamparai BO, Mukkudal Vadakku BO",N/A,N/A,2,,"Jeney Building; 55/18; S N Road Near Aravind Eye Hospital, Tamil Nadu 627001","Thirunagar, Tirunelveli Junction",8.728707499999999,77.7045572,ChIJD62H_IMRBDsR7OHeslw3z2o,https://www.google.com/maps/place/?q=place_id:ChIJD62H_IMRBDsR7OHeslw3z2o,part_263,2026-09-20 19:22:45
